login,post,posts_time,posts_dt,ticker
IQ180,"$PLZL явный лидер сектора! 
На ожиданиях продолжения роста цен золота в 1-2 кварталах 2023г. и ослабления рубля к ключевым валютам -  явный лидер в секторе золотодобычи! 
По итогам 2022 могут позволить себе заплатить хорошие дивиденды, а самая низкая себестоимость добычи, позволяет чувствовать себя уверенно в любой ситуации. 

Риски только форс-мажорные обстоятельства.",20:48,2023-01-11,PLZL
13rusl,"Золото растет 4-й день подряд за счет низкой доходности UST

Цены на золото продолжили подъем четвертую сессию кряду в среду, поскольку ожидания меньшего шага увеличения ставок в США утянули вниз доходность казначейских облигаций, одновременно с этим подтолкнув стоимость драгметалла к максимуму восьми месяцев.

Спотовая цена на золото  GOLD к 13:09 МСК выросла на 0,38% до $1.884,39 за тройскую унцию, во время сессии коснувшись самой высокой отметки с мая на уровне $1.884,98.

Ранее индекс доллара  DXY снижался на 0,1%, благодаря чему росла привлекательность золота для держателей других валют. Тем временем доходность 10-летних казначейских облигаций США опустилась ниже 4%

Золотые ""быки"" фактически рулят рынком, говорит независимый аналитик Росс Норман, и если декабрьский показатель инфляции в США подтвердит её охлаждение и укрепит ожидания низких ставок, то возможно отступление доллара и, как следствие, рост золота.

""На более широком уровне обнадеживает рост чистых длинных позиций на (американской бирже) COMEX до самого высокого уровня с июня 2022 года, в то время как отток из биржевых фондов золота ослаб, что дает возможность для дальнейшего роста цен при более благоприятном развитии событий"", - добавил Норман.

Драгметалл восстановился более чем на $270 с сентябрьских минимумов за счет ожиданий замедления цикла ужесточения ДКП Федрезервом.

В свою очередь, Майкл Хьюсон из CMC Markets предупреждает, что если индекс потребительских цен в США, который должен выйти в четверг, преподнесет сюрприз в сторону повышения, то цены на золото могут вновь откатиться вниз.

По его мнению, следующий уровень сопротивления находится на отметке в $1.900 за унцию.

Как правило, рост процентных ставок повышает альтернативную стоимость владения этим не приносящим дохода активом.

Накануне член совета управляющих ФРС Мишель Боуман сказала, что центральному банку США придется продолжить повышать ставки для борьбы с высокими темпами инфляции, что, вероятно, приведет к менее сжатому рынку труда.

Палладий  подорожал на 0,51% до $1.790,23 за унцию, серебро  прибавило 1,34% до $23,93 за унцию. Цена на платину увеличилась на 1,07% до $1.092,5.

$PLZL $POLY 

❌Не ИИР

👉В рамках стратегии &Абсолютная величина  я переодически делаю ребалансировку портфеля, где мы удерживаем позиции от недели до месяца, в редких случаях и более. 
Вход в стратегию всегда актуален.
Добро пожаловать!

👉В рамках стратегии &Грош цена. На пенсию внукам мы удерживаем позиции более длительный период времени. Подходит для консервативных инвесторов. 
Добро пожаловать! 

👉 &Потенциальный отскок новая стратегия, закуп будет осуществлён 12.01.2023. Самая интересная стратегия, ""ловля падающих ножей"", сопровождается риском, возможны как повышенные потери, так и повышенная доходность. Рискнем? 

#прояви_себя_в_пульсе
#псвп",14:55,2023-01-11,PLZL
AnPro1,$PLZL Хуже нет. Ждать и догонять. Как достала эта КЮ. Ни усредниться ни откупиться!,14:21,2023-01-11,PLZL
Victoria_Business,"Обзор дивидендов Полюс

• 2018 — 274,73 руб/акцию
• 2019 — 407,73 руб/акцию
• 2020 — 627,33 руб/акцию
• 2021 (1П) — 267,48 руб/акцию
Темпы роста: 15%

▪️Прогноз дивидендов за 1П 2023 года: 240 руб/акцию 

▪️Доходность актива с учетом дивидендов: 54%

Дивидендная политика Полюс
С 2019 года дивиденды должны составлять 30% от EBITDA. Дивиденды выплачиваются два раза в год. EBITDA считается по отчетности МСФО.

Чистый долг/EBITDA должен быть меньше 2,5, если больше, то совет директоров может скорректировать решение по дивидендам

После 16 👍выходит вывод по компании.

#ИнвестОбзор
$PLZL",14:02,2023-01-11,PLZL
W.W.Heisenberg,"$PLZL Следующая встреча руководства американского ЦБ запланирована на 31 января - 1 февраля. Участники рынка и экономисты ожидают, что на ближайшем заседании ставка будет повышена на 25 базисных пунктов.

Служба финансово-экономической информации

business@interfax.ru

finance@interfax.ru",13:50,2023-01-11,PLZL
Slivanikolay,"$PLZL

Видимо много людей подписаны на мои сделки. И наверно пора рассказать, почему я так активно торгую Полюсом. 

Ребят, потому что это часы. Которые иногда надо подкручивать. Но на графике всё видно.  Такое ощущение что ты знаешь будующее и оно настаёт. Я настолько обнаглел, что сверху шорчу, а снизу лонгую

И это точно не такая же ситуация как с $POLY",13:42,2023-01-11,PLZL
13rusl,"$PLZL $POLY 
К чему готовиться акционерам Полюса и Полиметалла

Долгосрочный потенциал бумаг сохраняется, но краткосрочно стоит учесть ряд важных факторов, что таят в себе определенные риски для акций золотодобытчиков.

Оценивая фундаментальную стоимость корпораций долгосрочный потенциал роста сохраняется. 

Так, таргетом 2023 г. для бумаг Полюса ранее значился уровень 9000 руб., а по Полиметаллу недавно даже был расширен апсайд к 500 руб. Текущие цены: 8000 руб. за бумагу Полюса и около 380 руб. по Полиметаллу.

Положительный взгляд обоснован адаптацией компаний к санкционным ограничениям, переориентацией поставок на рынки Азии и Африки, свершившимся укреплением курсов инвалют, ростом базового актива. Со временем может быть прояснен и дивидендный вопрос.

✅А вот с тактической точки зрения уже есть некоторые опасения в продолжительности безостановочного подъема акций.
👉К факторам неопределенности относим:

•котировки золота вышли на наши среднегодовые целевые уровни роста. 

В дальнейшем унция может пойти даже в район $2000, но рынок не движется линейно, а поэтому, область технического сопротивления $1880–1920 значима. 

Возможным триггером, когда стоит отнестись с серьезностью к фразе — покупай на ожиданиях, а продавай по факту — станет статистика по инфляции за декабрь в США в этот четверг. Ожидается сокращение ценового давления в экономике до 6,5%, на чем в общем-то и шел в последнее время подъем цены золота.

•индекс доллара США DXY, обладающий отрицательной корреляцией со стоимостью золота.

Уровень 103 п. может выступить опорным, и дальнейшего сильного падения доллара уже не ожидается, а вот стабилизация и попытки отскока DXY возможны, что и способно приглушить ралли в золоте.

•акции золотодобытчиков исторически выступали защитными инструментами в ситуации турбулентности рынка. Конечно, такие связи в 2022 г. не проявились. Однако, если широкий рынок пойдет уже вверх (базовый сценарий), то в лидерах подъема могут быть бумаги финсектора и ИТ-компаний, а акции золотодобытчиков рискуют значительно запаздывать. 

•рост иностранных валют, сыгравший ранее немаловажную роль в поддержке курса акций, сейчас может померкнуть. Основной этап ослабления рубля видится завершенным, даже несмотря на возможности локальных временных всплесков валютных пар выше декабрьских максимумов. Это значит, что переоценка бумаг на курс рубля вскоре может и закончиться.

•наконец, нашими техническими ориентирами роста акций Полюса все последние месяцы неизменно значился уровень 8000 руб. и 400 руб. по Полиметаллу. Локально бумаги, конечно, еще могут подняться повыше, но по соотношению краткосрочного риска отката и потенциала роста чаша весов смешается в пользу повышенной осторожности.

Но если речь идет о долгосрочных инвестициях, а не активном трейдинге, позиции в акциях можно удерживать вплоть до раскрытия внутренней фундаментальной стоимости корпораций.

Источник: БКС Мир инвестиций

•$FEES 
Акции «ФСК-Россети» взлетели почти на 9% после начала торгов на Мосбирже

Мосбиржа начала торги акциями компании после перерыва в связи со слиянием ФСК ЕЭС и «Россетей»

Котировки компании «ФСК-Россети» (FEES) выросли на 8,68% на открытии торгов 11 января, на максимуме достигнув ₽0,09388 за бумагу. Позднее рост замедлился до 2,69%, на 10:30 акции торговались на уровне ₽0,0887 за бумагу.

$TCSG $TCS 
Расписки TCS в очередной раз продемонстрировали свою повышенную подвижность

Депозитарные расписки TCS-гдр (TCSG RM, +1.72%) в очередной раз продемонстрировали свою повышенную подвижность. Вчера они обновили месячный максимум. 


❌Не ИИР

👉 &Абсолютная величина стратегия, где мы удерживаем полиции от недели до месяца, вход всегда актуален. 

👉 &Грош цена. На пенсию внукам консервативная стратегия, удержание позиции от месяца и более. 
Добро пожаловать!

👉 &Потенциальный отскок новая стратегия, закуп будет осуществлён 12.01.2023. Самая интересная стратегия, ""ловля падающих ножей"", сопровождается риском, возможны как повышенные потери, так и повышенная доходность.",13:04,2023-01-11,PLZL
qweq,"Голда +0.45%
Майнинговые Америки: +1.5 -2%


И наши🤡🤷:
$POLY
$PLZL",12:41,2023-01-11,PLZL
AbramovBestTrader,"$PLZL объемов то нет, кукл гоняет туда сюда.",12:36,2023-01-11,PLZL
CashflowTime,"#ИнвестИдеи
🔥Собрали для вас топ компаний на российском фондовом рынке на текущий год, которые наиболее часто упоминаются в рекомендациях аналитиков.

1️⃣ Сбер $SBER  Ставка на восстановление российской экономики, рост активов банка и деловой активности клиентов.
2️⃣ Новатэк $NVTK  . Из газодобывающих компаний аналитики делают ставку на Новатэк. Так как у Газпрома проблем и рисков больше, чем перспектив. Новатэк - одна из топовых идей, учитывая объемы поставок, их устойчивость и перспективы запуска новых проектов.
3️⃣ Магнит $MGNT  Ставка на защитный сектор в условиях экономической неопределенности.
4️⃣ Ozon $OZON  . Главная идея - продолжение роста. Одна из немногих компаний на российском фондовом рынке, у которой есть возможность показать кратный рост показателей.
5️⃣ Московская биржа $MOEX  . Компания показала неплохие результаты по итогам 2022 года. Есть шанс развить успех в текущем году.
6️⃣ Positive Technologies $POSI  Компания дорогая по оценке, но аналитики сходятся во мнении, что темпы роста оправдывают текущие мультипликаторы.
7️⃣ Лукойл $LKOH - фаворит в нефтедобыче. Компания успешно перестраивается под меняющийся ландшафт ведения бизнеса.
8️⃣ Полюс $PLZL  . В условиях стагфляции, рост цен на золото может положительно повлиять на финансовые успехи крупнейшего золотодобытчика страны.
9️⃣ МТС $MTSS  . Ставка на стабильный сектор, предсказуемый денежный поток и дивиденды.
🔟 VK $VKCO . Рискованные инвестиции. Компания сможет раскрыть свой потенциал, если после периода захвата рынка сделает ставку на прибыль.
Не рекомендация!

⁉️А какую компанию вы бы добавили в этот список?

Полезно👍 
✅Подписывайтесь на наш канал 

#учу_в_пульсе #Прояви_себя_в_пульсе #новчикам #аналитика #акции #новости #инвестиции #идея #пульс",12:20,2023-01-11,PLZL
Ka1ten,$PLZL приложение сново глючит??,12:06,2023-01-11,PLZL
Freedom_Key,$PLZL нервных жестко вытряхивают,11:58,2023-01-11,PLZL
Postrel1975,"$PLZL

Позовите Полюс, откройте ему вЕки на фьюч золота!😜😂",11:39,2023-01-11,PLZL
tut.seychas,"$PLZL кракен ещё бегает, его не поймали. Ищет жирных хомячков",11:39,2023-01-11,PLZL
W.W.Heisenberg,"$PLZL Кракен усё, закончился. В честь него даже вирус назвали.
Поэтому путь наверх - открыт.
Выпускать шортам больше некого.
Не ИИР.",11:36,2023-01-11,PLZL
AnPro1,$PLZL,11:33,2023-01-11,PLZL
13rusl,"•$MGNT 
Один из крупнейших в РФ продовольственных ритейлеров Магнит 
MGNT планирует создать новую сеть дискаунтеров, пишет газета Коммерсантъ со ссылкой на два источника, слышавших об этом проекте.

По словам одного из источников газеты, проработка концепции новой сети началась в 2022 году, в первом квартале этого года она может быть утверждена, после чего планируется открыть первые магазины. Он уточнил, что руководителем новой сети должна стать Анжела Рябова, которая в ноябре 2022 года пришла в Магнит на должность директора формата дискаунтеров, а до этого возглавляла сибирскую ГК Красный Яр.

""Мы считаем дискаунтеры одним из самых перспективных форматов для развития, поэтому будем активно наращивать свое присутствие в этом сегменте"", - сообщила пресс-служба Магнита на запрос Рейтер.

•$PLZL $POLY 
Золото умеренно дорожает перед статистикой по инфляции в США

Цена на золото в среду утром умеренно растет, следует из данных торгов. В четверг инвесторы ожидают статистику по инфляции в США, которая может повлиять на курс доллара и котировки драгоценного металла.

По состоянию на 7.55 мск цена февральского фьючерса на золото на нью-йоркской бирже Comex росла на 4,75 доллара, или на 0,25% - до 1 881,25 доллара за тройскую унцию. Мартовский фьючерс на серебро дорожал на 0,49% - до 23,782 доллара за унцию.

В четверг будут опубликованы данные по динамике потребительских цен в США в декабре. Аналитики прогнозируют замедление годовой инфляции до 6,5% с 7,1% месяцем ранее. Таким образом, декабрь может стать шестым месяцем снижения инфляции после пика почти в 9% в июне прошлого года. В то же время инфляция остается заметно выше целевых 2%.

Статистика по потребительским ценам влияет на политику Федеральной резервной системы (ФРС) США. Регулятор за прошлый год на фоне высокой инфляции поднимал ставку семь раз, в последний раз в декабре - на 50 базисных пунктов. По данным CME Group, в феврале 79,7% экспертов ждут нового повышения учетной ставки, но уже на 25 базисных пунктов - до 4,5-4,75% годовых.

Золото чувствительно к сигналам ФРС и макростатистике из США, поскольку это отражается на курсе доллара, от которого зависит стоимость драгоценного металла. ""Ястребиные"" сигналы традиционно способствуют удорожанию доллара, что делает золото менее доступным для покупки в другой валюте и сдерживает спрос.

•$GAZP 
""Газпром"" подает газ через Украину в подтвержденном украинской стороной объеме через газоизмерительную станцию (ГИС) ""Суджа"" — 35,5 миллиона кубометров на 11 января на ГИС ""Сохрановка"" заявка снова отклонена, сообщил официальный представитель российской компании Сергей Куприянов.

•$MOEX 
Индекс Мосбиржи к 10.05 мск растет на 0,03%, до 2160,09 пункта, долларовый индекс РТС снижается на 0,04%, до 974,09 пункта. На открытии торгов индекс Мосбиржи терял 0,03%.

•$ROSN 
Акции ""Роснефти"" падают на 4,65%, до 349,7 рубля на дивидендной отсечке. Максимально бумаги теряли 5,22%, опускаясь до 347,6 рубля.

•$TATN 
""Татнефть"" с 1 января повысила зарплаты сотрудникам выше плана, на 12%

В компании напомнили, что в прошлом году индексация зарплат в среднем по ""Татнефти"" составила 10%.


💵Валюта:

•$USDRUB $CNYRUB 
Рубль перешел к росту: доллар по 69,7 руб, юань - 10,26 руб

Рубль поздним утром отыграл потери к доллару, евро и юаню после снижения на старте торгов и перешел к росту: иностранные валюты торгуются по 69,6 рубля, 74,6 рубля и 10,265 рубля соответственно, следует из данных Московской биржи.

Курс доллара расчетами ""завтра"" на 10.52 мск снижался на 19 копеек - до 69,61 рубля, юаня - на 3 копейки, до 10,25 рубля, евро - на 30 копеек, до 74,6 рубля.

❌Не ИИР

👉В рамках стратегии &Абсолютная величина 
Переодически делаю ребалансировку портфеля, где мы удерживаем позиции от недели до месяца, в редких случаях и более. 
Вход в стратегию всегда актуален.
Добро пожаловать!

👉В рамках стратегии &Грош цена. На пенсию внукам  мы удерживаем позиции более длительный период времени. Подходит для консервативных инвесторов. 


#псвп",11:25,2023-01-11,PLZL
MoneyTime,"Подборка российских ценных бумаг от SberCIB Investment Research

На какие облигации можно обратить внимание
•✅ ОФЗ-ПК серий 24021, 29013-29023. Ориентир совокупного дохода за год — 7,5%.
•✅ Корпоративные облигации с короткой дюрацией (см. таблицу) 

На какие акции можно обратить внимание

Учитывая возвращение к выплате дивидендов, устойчивость бизнеса, а также низкий риск существенного давления на прибыль в этом году (или даже потенциал её значительного роста), аналитики выделяют 10 компаний на российском рынке (см. график) ↓

Не ИИР
$IRAO $GLTR $ENRU $TRNFP $MGNT $OZON $LKOH $MOEX $PLZL $FIXP",11:06,2023-01-11,PLZL
Millioner28,$PLZL представили лицо шортёров под микроскопом?,11:04,2023-01-11,PLZL
INVESTR_RU1,"$PLZL 
Пару слов по ТА

📈Цена торгуется в пределах локального восходящего тренда, как указал на графике

Как скажут вам большинство, хоть немного понимающий в ТА, сейчас наблюдается расхождение цены с осцилляторами, то есть дивергенция.
Это сигнал для коррекции, особенно учитывая перегретость на 1Д ТФ

Но все дело в том, что глобально тренд поменялся на восходящий.
А на 1Н ТФ как видим перегретости абсолютно никакой нет

И лично по моему опыту данное расхождение(дивергенция при восходящем канале) является ложной❗️

Важно акцентировать внимание на старшие ТФ, ведь тренд переломился на глобальный.

Поэтому и ожидаю пробой из данного канала вверх❗️",11:02,2023-01-11,PLZL
Issis,$PLZL сегодня 8200 и точка,11:01,2023-01-11,PLZL
